Protein,A1,A2,A3,A4,A5,A6,A7,A8,B9,B10,B11,B12,B13,B14,B15,B16
Adprm,103120.484375,12536.7578125,142826.265625,0.0,78880.7734375,139365.8125,149747.609375,151359.203125,162335.921875,163797.46875,162908.8125,128652.2578125,73986.9375,123168.671875,104258.0,132763.78125
Adprs,159731.859375,147084.359375,135298.046875,236750.015625,190246.046875,56217.5703125,106140.421875,96619.8984375,96640.8359375,117497.734375,129078.4140625,101875.0546875,113199.5078125,83900.1015625,107507.9296875,102110.1796875
Adrbk2,106293.9765625,47398.72265625,88088.3515625,77430.328125,37564.26171875,67378.1796875,39955.40625,54331.9765625,68476.5625,79224.1953125,83761.1015625,72833.90625,59886.34765625,66950.9296875,78400.90625,92434.4609375
Adrm1,162861.09375,90484.9609375,177011.296875,170048.125,128336.65625,172952.09375,174392.390625,147903.421875,116154.0625,121586.5703125,121309.40625,112728.15625,143502.84375,97618.59375,82991.5390625,120354.0703125
Adsl,858018.25,721605.1875,858427.625,798929.0625,934263.8125,749747.4375,879432.125,792542.375,852612.6875,902353.375,866582.875,754972.75,833376.375,833623.75,1026783.5625,881195.0
Adss1,1045451.125,799631.625,920048.625,1142958.375,371339.90625,959914.0625,633517.0,769470.8125,307203.5,383100.5625,375351.5625,311830.28125,232314.375,310987.0625,315804.875,300985.03125
Adss2,1001523.3125,773173.625,950641.8125,1021057.0,956644.1875,770080.3125,784625.0,762439.0,715904.8125,712895.4375,683839.5,688910.4375,709273.4375,693977.125,815155.875,710664.875
Afap1l1,70085.7421875,58174.921875,59306.1171875,120340.265625,41513.5078125,73108.8046875,39870.625,68085.6875,13353.2783203125,5916.82177734375,15934.501953125,19317.890625,3531.55346679687,10470.228515625,8121.16162109375,18267.56640625
Afdn,506820.1875,457273.875,458030.28125,499850.75,479286.21875,425781.90625,371152.875,410520.875,321219.84375,359807.8125,326287.875,303481.375,306254.5,317612.75,347646.28125,336633.75
Afg1l,247935.703125,235567.34375,194941.984375,465938.6875,440718.875,262148.59375,277908.1875,278744.375,300330.71875,307924.6875,234535.140625,281501.59375,326796.59375,239708.0625,258796.765625,305365.9375
Afg3l1,0.0,68400.7265625,23086.14453125,86003.453125,265645.125,20207.505859375,54650.3203125,27456.466796875,30905.23046875,18247.484375,21795.36328125,36656.28515625,22513.0234375,45510.0859375,0.0,24259.837890625
Afg3l2,41405.609375,56418.5390625,49902.12890625,53015.80859375,155184.71875,21961.154296875,67718.59375,42881.69921875,44931.83203125,64221.76953125,46776.0390625,93354.6875,84834.7421875,66968.703125,44175.8203125,63072.359375
Afm,213192.09375,200476.40625,67313.78125,117768.265625,193157.359375,50997.6015625,175388.390625,200281.609375,102470.53125,126953.1953125,84003.96875,57348.7265625,209646.0625,167452.484375,157169.625,186664.578125
Aftph,101371.734375,55978.375,99383.8125,141406.59375,83974.5390625,105992.8359375,70934.046875,91487.1328125,88504.3203125,78492.6171875,73006.90625,61827.75,77947.6484375,67606.140625,65922.4765625,67527.265625
Agap1,69223.609375,43051.30078125,125576.59375,35443.390625,28288.84765625,39787.01953125,47767.71484375,26356.466796875,52221.44921875,36451.20703125,42267.6171875,47968.53515625,34533.046875,26761.173828125,23053.083984375,40494.5546875
Agap3,98528.8203125,127213.8515625,118794.2109375,138255.46875,67694.5390625,93991.7265625,83839.5546875,69245.46875,50875.453125,60856.66796875,59969.1171875,53894.6796875,47614.9140625,53321.10546875,55821.58984375,50938.42578125
Ager,63848.19140625,58716.59375,135630.96875,153318.0,0.0,158216.953125,29285.119140625,86283.1328125,91613.2421875,71211.921875,43885.6953125,132510.734375,50782.8203125,90357.53125,319589.1875,204214.0625
Agfg1,337525.28125,271436.75,257323.984375,469211.78125,327312.53125,295409.8125,223273.9375,243219.203125,188546.40625,193515.859375,194935.359375,173721.09375,247024.078125,236106.0625,217467.21875,191776.40625
Agfg2,103679.2734375,68097.5703125,108409.296875,95312.03125,58444.79296875,105206.9453125,77659.6484375,83736.9140625,68354.546875,65942.265625,59294.28125,64489.41796875,70006.3828125,85618.65625,35819.83203125,75616.125
Agk,54051.4765625,72168.9375,79899.0625,0.0,325711.0,51529.86328125,72591.9609375,61865.8203125,59340.09375,49638.3046875,61909.08203125,202217.203125,62222.81640625,72319.234375,47993.5703125,39559.52734375
Ago1,245692.96875,204228.578125,233910.25,344900.5,234247.296875,197873.359375,191859.21875,184668.453125,183091.921875,191881.0625,215176.921875,192310.09375,184068.546875,179091.390625,191563.546875,186630.515625
Ago2,137071.34375,178813.96875,139681.734375,215453.875,149672.15625,175642.421875,130291.0546875,145820.8125,154004.96875,178444.21875,189495.203125,144574.71875,166793.5,152338.921875,174708.40625,161870.65625
Ago3,39990.90234375,19287.60546875,43345.21484375,27636.009765625,0.0,33382.078125,25053.8359375,30630.646484375,31988.4609375,29647.61328125,30185.62109375,25782.173828125,23447.17578125,21733.876953125,36516.8984375,27003.59375
Agpat1,117173.09375,79101.0078125,77362.828125,0.0,172035.484375,27058.5,98361.4296875,51569.15234375,67831.2734375,134916.203125,83179.6171875,66952.109375,140824.515625,141185.140625,105379.6171875,63353.67578125
Agpat3,75308.03125,117286.2421875,78531.0078125,60590.296875,169617.515625,87057.4921875,98460.859375,91923.0078125,76811.15625,92397.2734375,60967.23828125,115437.0625,86186.984375,95217.6484375,64730.47265625,71279.4921875
Agpat5,0.0,0.0,0.0,0.0,53095.8671875,0.0,6122.623046875,0.0,5086.81298828125,17943.98046875,0.0,13733.6240234375,9806.607421875,12473.2958984375,2893.990234375,7948.65966796875
Agps,228937.875,337186.125,225581.25,389405.28125,348872.125,303946.125,343958.59375,302057.8125,265209.1875,317592.65625,273260.8125,311762.6875,383802.90625,341796.75,312760.28125,324038.75
Agr2,171028.75,745642.0625,118166.125,288793.53125,3396091.75,528350.125,1068201.5,343021.5,937235.875,978598.5,419249.125,647253.625,670898.4375,951195.8125,622350.5625,530717.8125
Agr3,176232.984375,186261.078125,142353.796875,327564.1875,520459.28125,242251.234375,286362.40625,222154.234375,244863.578125,444072.8125,306333.1875,268138.875,606371.5,466936.78125,524278.03125,482320.75
Agtpbp1,0.0,10173.8271484375,49806.3359375,8765.8349609375,0.0,29535.708984375,0.0,1641.10131835937,20298.908203125,26484.955078125,41250.078125,22128.533203125,0.0,13694.2724609375,10010.5166015625,7346.578125
Ahctf1,48842.6484375,82994.5078125,48282.5,1839963.375,187438.515625,55832.7421875,58559.625,91459.7734375,51149.66015625,89889.3046875,66756.1484375,30839.818359375,50218.6953125,63978.48828125,36341.68359375,40665.3125
Ahcy,4166011.75,3945946.25,4272354.0,3248372.75,2535055.5,4179053.0,3616766.25,3794657.25,2881328.75,2918689.5,3213554.0,2672200.75,2546508.0,2473036.25,2574712.75,2836969.25
Ahcyl1,163292.265625,172388.28125,166027.609375,249562.03125,215676.9375,155778.375,188106.625,186744.78125,258701.546875,361573.6875,326038.25,297866.40625,331179.78125,311570.1875,369675.59375,315661.03125
Ahcyl2,720113.125,740980.3125,802374.625,1082951.875,517235.875,746777.75,766569.75,777331.3125,800891.375,726422.0625,898830.375,838819.375,683448.625,707341.0,836308.4375,814207.5625
Ahi1,24816.126953125,12693.6552734375,30028.43359375,307874.03125,0.0,36506.86328125,36430.0546875,23535.234375,26485.58984375,22762.12109375,23027.95703125,22386.552734375,19894.896484375,24146.048828125,26965.193359375,23463.328125
Ahr,0.0,0.0,80700.2421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38967.62890625,0.0,0.0,70729.5859375
Ahsa1,1348491.375,1113104.0,1359824.125,736696.0,819019.125,1294189.0,1051189.125,1294155.875,1386008.875,1712213.25,1411124.875,1240773.75,1850965.875,1603011.25,2137811.0,1797385.375
Ahsa2,86770.8828125,118064.3984375,82230.84375,0.0,27177.140625,35618.87890625,30350.392578125,36538.65234375,68466.9296875,75793.46875,72118.234375,56933.11328125,66817.21875,75334.484375,91642.2734375,94163.828125
Ahsg,15455483.0,16146976.0,3611693.25,6088421.5,3767780.0,6240401.0,6003363.0,9545135.0,5725322.0,5730110.5,5729401.0,3917524.0,3810890.25,2500797.0,3023506.25,3887776.0
Aifm1,357880.0,453829.21875,428407.15625,577437.875,1363688.125,373112.40625,678241.875,577958.1875,465749.625,474414.28125,471711.03125,629884.75,651951.5625,515023.28125,449336.84375,557872.4375
Aifm2,274264.6875,387356.78125,245522.859375,168628.828125,156091.859375,226754.203125,203892.0625,237063.984375,188730.296875,174506.625,150325.421875,181754.140625,191655.078125,208114.15625,197563.140625,177897.65625
Aig1,80684.4140625,168142.09375,63149.4765625,0.0,14.906229019165,67632.2578125,104711.2265625,79569.546875,123672.2265625,115170.9921875,60467.71875,133130.734375,120628.046875,115426.9453125,95375.9375,126775.546875
Aimp1,676003.0,932297.75,925963.875,1410222.75,821726.0,815077.1875,775443.8125,814872.375,820849.625,828383.6875,902592.625,756789.4375,880807.625,1019234.375,850345.1875,900174.5
Aimp2,774095.0,528430.75,526528.6875,584543.5625,580719.625,560210.6875,454925.03125,502717.75,464124.09375,457041.8125,445714.03125,448939.9375,468875.375,355778.15625,415654.4375,478868.625
Aip,236069.125,155048.40625,257124.828125,240161.34375,190714.328125,250798.578125,157207.828125,191368.15625,245994.859375,232270.9375,222479.625,238264.578125,286847.6875,243892.078125,252645.515625,269643.125
Ak1,1996120.0,1494098.125,1358549.75,1577989.375,1826686.625,1873313.5,1355580.25,1496237.0,1149746.875,1323612.375,1201770.125,1200555.125,1402397.875,1285804.125,1615176.0,1480663.875
Ak2,747117.5625,699002.9375,580477.8125,892756.25,1003133.3125,735155.625,831706.5625,741056.875,785267.9375,898490.4375,1027994.625,809002.9375,1141608.875,930861.8125,947883.0,1089977.875
Ak3,3185563.25,2051854.875,2891416.0,1440469.5,2715132.0,2198266.75,2239520.5,2328876.5,2234320.25,2533121.75,2439366.0,2262839.25,3446244.5,2686463.0,2908842.75,3004301.5
Ak4,249694.671875,156056.484375,142722.203125,190124.515625,143326.171875,153125.65625,145603.09375,188651.4375,90100.328125,74380.2421875,100808.4140625,99280.171875,89119.7109375,68400.6484375,88419.8515625,109086.2734375
Ak7,403144.8125,287131.53125,382732.84375,201029.875,254737.9375,282101.53125,232360.6875,262776.875,230096.625,367757.5625,316404.5625,298162.5,423516.15625,366779.34375,468453.875,435407.0625
Ak8,125700.515625,157203.953125,121954.84375,263731.28125,272037.125,145131.890625,162345.0,136699.921875,116357.0546875,173546.265625,119282.6796875,121512.734375,176155.328125,177307.375,196646.453125,156573.84375
Akap1,11406.5263671875,16539.92578125,7950.52392578125,18704.60546875,15974.68359375,3546.71850585937,3565.6865234375,0.0,26872.763671875,19434.484375,14138.6162109375,15178.994140625,12113.0234375,18580.8515625,8729.3173828125,15338.669921875
Akap10,79640.28125,90089.6875,60930.4921875,75644.7890625,35145.94921875,59627.55859375,47283.37890625,54859.984375,58617.34375,58377.25,57603.75390625,57243.23828125,52607.81640625,59209.5546875,63296.56640625,52266.97265625
Akap13,132254.71875,125269.9296875,118177.3828125,165190.0,160810.953125,102432.78125,100336.859375,106001.1640625,98895.5078125,92246.625,109551.78125,96815.203125,94379.34375,99193.6171875,87271.3515625,88963.65625
Akap2,17175.28515625,56500.34765625,74833.734375,73976.671875,67640.0234375,44199.6484375,55570.57421875,38634.73828125,36063.69140625,53144.28125,51214.33203125,43005.8671875,32167.3203125,42659.84765625,31923.41796875,34006.51171875
Akap4,19671.3828125,0.0,0.0,1735.36743164062,0.0,4737.47265625,0.0,9893.3701171875,18733.689453125,33848.67578125,23344.75,16880.478515625,19131.189453125,18738.32421875,25668.939453125,0.0
Akap8,152561.578125,111698.3359375,182737.9375,166698.25,104674.609375,100981.328125,98821.375,112528.484375,119709.796875,104418.5703125,131152.671875,114833.953125,137804.703125,121450.1796875,110225.4609375,100233.5078125
Akap8l,0.0,0.0,0.0,0.0,0.0,2215.71240234375,1144.28833007812,0.0,1649.75622558593,0.0,1364.12170410156,0.0,7202.9755859375,3782.41870117187,11610.6845703125,0.0
Akap9,228503.90625,236958.28125,221929.828125,215990.59375,192302.03125,212125.078125,180368.78125,188110.25,180839.21875,196388.15625,213123.21875,163877.0,191996.84375,193122.40625,184714.796875,164208.34375
Akr1a1,2431181.5,1438854.125,2212380.75,3115963.25,3855553.75,2082993.125,2503954.0,2093218.875,2578669.0,2308819.75,2373296.25,2586928.0,2382985.25,2459181.25,2289520.5,2535277.0
Akr1b1,7144042.0,4622400.0,5661492.0,5719511.5,3897823.75,5175421.0,4782699.5,4849527.0,4348118.0,4261193.5,4957510.0,4195448.5,3642851.25,4109319.75,4046949.0,4205406.5
Akr1b7,1168158.25,553372.75,539370.0,345071.125,238676.15625,455406.3125,489085.46875,583772.1875,1275008.875,1435173.75,1024745.125,1300060.625,1220057.75,1240465.75,1439887.25,1286779.5
Akr1b8,3670425.75,2312864.25,2574949.0,2607726.75,3021791.25,3177676.5,3179124.25,3311171.5,9257808.0,8809326.0,7380993.5,8013864.5,8633294.0,8389195.0,9038889.0,9232970.0
Akr1c13,240504.0625,291658.5,297272.96875,247021.640625,347677.75,173461.453125,260120.203125,262429.21875,326177.21875,354259.75,379286.4375,323390.625,294489.09375,286053.34375,300704.4375,289916.9375
Akr1c18,241631.40625,386112.34375,146503.40625,122796.375,529506.6875,212979.703125,522137.65625,141370.0625,318293.25,327099.4375,153002.578125,367611.28125,148813.046875,138282.609375,189056.046875,124137.265625
Akr1e2,270602.03125,251192.046875,215770.5625,192007.34375,316760.40625,249824.4375,262084.21875,204845.953125,220842.234375,221510.8125,228201.0,227998.875,207685.078125,186756.078125,193001.46875,192915.453125
Akr7a2,815657.5,664057.0,809322.0625,1285104.75,1329624.5,995412.375,918770.5625,867246.875,789981.25,916567.6875,887328.375,748556.875,873426.25,763850.5625,874232.6875,896834.75
Akt1,110095.1171875,142377.609375,121784.3515625,72598.3515625,66328.796875,114147.796875,74386.2421875,99183.9921875,115918.90625,114944.203125,115656.03125,108855.515625,89239.9375,115958.46875,111474.671875,108691.3203125
Akt1s1,102460.28125,197429.890625,127704.0546875,123761.0859375,61264.46875,109810.1328125,79933.5703125,54785.42578125,66779.9453125,81218.6015625,91118.890625,62848.4296875,60318.9375,78066.34375,65671.40625,76405.5390625
Akt2,282722.9375,291308.5625,228095.5625,194153.078125,144036.921875,223809.953125,157244.65625,200513.5625,198692.109375,193169.53125,210327.09375,178230.890625,170329.609375,179651.3125,192612.296875,174145.90625
Aktip,258556.21875,191052.46875,202980.328125,190176.078125,194638.96875,155164.34375,140105.53125,147478.3125,114592.3203125,160244.65625,147438.53125,121460.3828125,104725.859375,100407.6015625,119718.875,108878.546875
Alad,2987998.0,2256103.0,3074538.5,3553390.0,2433494.0,2714214.0,2694997.5,2725969.0,2219740.5,2413067.5,2605237.0,2365495.0,2024861.875,1949453.0,1979473.875,2320514.75
Alas1,83956.15625,89664.578125,90960.3046875,99864.296875,163063.65625,53282.796875,144426.609375,91146.453125,113522.1953125,165201.578125,129309.1484375,116297.3125,176317.6875,143228.6875,164956.078125,146255.296875
Alb,289666.9375,391394.9375,170982.203125,142836.921875,263460.1875,141721.3125,212920.28125,215855.390625,282084.28125,292606.125,280770.15625,252261.71875,642332.625,483012.40625,244625.515625,289516.46875
Alcam,294012.46875,386675.53125,325959.65625,644764.75,1935435.75,319585.0625,923231.875,424877.9375,337372.0625,358817.5625,322477.3125,634208.1875,643713.5,541806.3125,363277.4375,440624.15625
Aldh16a1,392467.375,398952.875,301799.53125,530688.5625,416317.3125,345099.4375,345537.625,331613.53125,329742.6875,292397.03125,335456.4375,316395.0625,274715.1875,299359.3125,300456.5625,270119.0
Aldh18a1,150716.390625,167608.859375,115219.890625,146614.609375,215822.4375,140640.15625,191328.953125,158270.46875,240593.5625,277357.21875,232247.109375,228286.265625,335627.4375,264947.25,259205.734375,254052.890625
Aldh1a1,67443208.0,57495940.0,59218064.0,63426584.0,118485464.0,43046824.0,78173480.0,65321512.0,57109032.0,65736876.0,53433736.0,58486792.0,57369592.0,44439076.0,66931636.0,58819484.0
Aldh1a7,105829008.0,95845720.0,98150248.0,75162976.0,121513608.0,61458604.0,99048392.0,77017408.0,81409456.0,99353200.0,89976032.0,84364504.0,77688272.0,64120992.0,90192096.0,81953768.0
Aldh1b1,0.0,21913.146484375,0.0,16836.31640625,767.893493652343,10259.15625,7343.04931640625,0.0,0.0,0.0,36720.91796875,0.0,120010.5,0.0,0.0,0.0
Aldh1l1,3861221.0,2853231.75,3491422.25,4904106.0,1730508.25,3021706.75,2138147.0,2691605.25,1752248.625,1514767.125,2151503.5,1982602.375,1246078.125,1619270.0,1445081.625,1464977.5
Aldh1l2,302063.875,402812.25,362332.0,372100.75,317873.78125,257968.859375,224770.171875,319463.28125,179511.125,145442.25,202713.84375,206789.375,160353.5,166551.828125,137483.625,139954.09375
Aldh2,107687208.0,91897656.0,99030624.0,103900992.0,136662192.0,76171032.0,95865240.0,93459000.0,63827424.0,66243720.0,66703608.0,62463728.0,73581928.0,57908824.0,64256988.0,67637056.0
Aldh3a1,4868143.5,3642029.5,4047281.75,4022813.25,7399972.5,2640193.25,5964672.5,4154315.25,13056914.0,12555019.0,11644454.0,13692388.0,9091868.0,8805829.0,10262799.0,10037715.0
Aldh3a2,539986.3125,565419.0,515564.59375,317007.34375,666503.125,310775.46875,636296.75,527960.9375,477759.15625,529930.3125,415866.5625,579294.5625,652353.0,534428.0,507279.75,428009.0
Aldh3b1,595417.5,593692.625,724743.5,927109.4375,3701275.75,655851.6875,1425166.125,896663.0625,555049.6875,694079.625,448930.75,797431.8125,1315736.0,893786.9375,1079913.25,1068057.0
Aldh4a1,7372225.0,6726890.0,6328562.5,9958678.0,7937430.0,7541078.0,7368037.5,7335571.0,5147687.0,5525820.5,6353358.5,5401841.0,5728952.0,5043699.0,5501773.5,5848568.5
Aldh5a1,1132894.375,1038535.5,952935.25,1559608.625,1949503.0,837882.75,1186384.75,1099407.0,1006531.0,1012574.5,957166.0,821001.125,932333.1875,697996.4375,961272.5625,904767.1875
Aldh6a1,11741664.0,12551258.0,11901483.0,20727232.0,18065126.0,11832669.0,15278843.0,13868979.0,9406060.0,11218733.0,11855879.0,10539882.0,11805583.0,9215134.0,10397391.0,10988930.0
Aldh7a1,1349998.125,1078201.875,1057893.375,1163725.875,1050238.125,1153575.375,1157898.5,1450748.625,971602.3125,1001017.0625,991949.8125,928090.0625,1064235.375,871697.9375,1231688.25,1007697.1875
